amount,hour,is_international,is_fraud
326.5478509602001,18,0,0
435.9121030495198,14,0,0
2507.1607795551,6,0,1
705.1861176081457,15,0,0
492.3204332275105,10,0,0
1827.0512140243663,2,0,1
350.3222025133962,15,1,0
678.5620344940617,18,0,0
486.8184886376569,9,0,0
821.2471401305692,18,0,0
501.27584400847303,19,0,0
579.8194060822158,20,0,0
584.9281637862249,11,0,0
350.0431656995928,15,0,0
516.5593588418328,11,0,0
618.6209182535121,11,0,0
264.94126246468426,19,1,0
524.3089338594312,20,0,0
1437.7475759614015,22,1,1
498.05918478446176,14,0,0
517.5028713711092,22,0,0
419.25256957076306,13,0,0
476.50431535128644,17,0,0
450.7212165315659,9,0,0
630.583341412959,12,0,0
453.9375172498135,14,0,0
2955.9183207661686,12,1,1
567.2149045904305,9,0,0
548.6018786284969,16,0,0
628.2528986445918,9,0,0
401.85750849686667,14,0,0
455.93316197718053,11,0,0
452.72384151721644,17,0,0
519.7228725208179,16,0,0
510.8050359848867,21,0,0
1905.332561959106,3,1,1
376.66249740645196,8,0,0
730.3633987993987,19,0,0
670.0520718135052,18,0,0
3879.3532444382504,20,1,1
363.28345652940646,18,0,0
759.1025321246277,10,0,0
2895.979150801208,15,1,1
330.8328852662429,16,1,0
473.11600618253675,10,0,0
491.75977006956236,13,1,0
555.2534919050987,12,0,0
2309.4514701245785,7,0,1
510.1869753754003,13,0,0
287.47368611046886,8,0,0
525.888187658318,22,0,0
513.7280267259812,15,0,0
264.8104375354252,8,0,0
543.2328594635486,17,0,0
703.8781362860655,18,0,0
233.75569105368078,18,0,0
1518.2705156790387,3,0,1
2380.2785149903493,20,0,1
543.684712527107,16,0,0
293.54187513830783,11,1,0
474.4388628253693,19,0,0
595.6300716346544,22,0,0
337.63592039175694,18,0,0
333.9431476934768,9,0,0
332.9917937117227,21,0,0
438.93826454745124,14,0,0
2909.465272216882,22,0,1
675.6870640200979,13,0,0
315.80001787662536,12,0,0
523.3143991502699,22,0,0
484.2562765999741,12,0,0
2672.2808573055986,7,0,1
430.6472311003149,12,0,0
2848.3555907685773,16,1,1
473.9243449858075,13,0,0
327.97518767488384,14,0,0
533.4619613937913,18,0,0
4367.955163209657,2,0,1
3441.4870172250335,15,0,1
400.30609999053036,16,0,0
644.4440859874171,17,0,0
435.29908426407343,9,0,0
410.8399471701897,9,0,0
465.8870881034174,12,0,0
411.0169722694461,22,0,0
551.1187112003158,8,0,0
744.3405421435987,14,1,0
360.65162493041305,17,0,0
566.9483221314596,20,0,0
583.3040342762863,8,0,0
1050.8994694021421,17,0,1
612.7694698753185,21,0,0
811.547079358063,17,0,0
567.1720575084066,16,0,0
265.13613917292287,13,0,0
295.2887521697652,21,0,0
509.0702672176052,19,0,0
3089.080343518489,10,1,1
460.04187649865673,16,0,0
595.6206353976683,13,0,0
638.6536635781151,11,0,0
368.47088327486176,10,0,0
329.08564983626377,17,0,0
642.8080479709835,13,0,0
513.8189987651164,12,0,0
438.75002557599964,10,0,0
2575.342537496282,9,0,1
722.218332148846,9,0,0
561.4742685993039,22,0,0
691.5471248297065,16,0,0
535.3172552464896,17,0,0
616.6651083627388,10,0,0
2377.9152578013864,14,0,1
632.9590939351929,20,0,0
330.0069178994779,13,0,0
597.762221210456,15,0,0
293.7656287445027,13,0,0
594.6932338757811,20,0,0
499.2317199919893,19,0,0
3241.241845450323,15,1,1
777.1737519434068,11,0,0
395.16043571318806,19,0,0
461.90559829283285,10,0,0
252.2361277731099,9,0,0
721.6090451255053,9,0,0
2968.2349741224175,17,0,1
584.8190628753639,8,0,0
459.24884244690617,14,0,0
600.5118863303285,17,0,0
543.9400735245937,13,0,0
620.5377529067903,13,0,0
621.3681966485366,22,0,0
180.62031661999737,13,0,0
316.6438531190145,12,0,0
2037.842731279176,13,1,1
1485.463071009516,9,1,1
397.1220985735036,21,1,0
594.7972225642093,13,0,0
579.50970584022,17,0,0
582.2192569463294,22,0,0
419.9149642439668,8,0,0
442.52190182960186,10,0,0
487.482682516011,9,0,0
379.0101643538941,19,0,0
339.2448009707383,9,0,0
700.4279150018256,12,0,0
289.35963528638763,12,0,0
369.77098540388306,19,0,0
363.4137674117827,15,0,0
760.9472062896517,12,0,0
351.56928199522036,21,0,0
423.9342079357637,14,0,0
612.5676793709686,13,0,0
693.5845643481762,21,0,0
3188.455896511915,21,0,1
614.2782161063695,14,0,0
591.314220833666,21,0,0
5247.6551760771135,16,0,1
612.3834390801281,14,0,0
587.1165642994695,21,0,0
651.9073726729742,20,0,0
469.2257466700934,19,0,0
678.1587639892905,9,1,0
251.73569852222244,15,0,0
564.1835661042376,16,0,0
547.4741392509962,19,0,0
564.313465769242,8,0,0
629.8952957625729,11,0,0
819.3870668042448,21,0,0
567.2486098959739,14,0,0
278.47132747314026,15,0,0
421.9117380716883,22,0,0
536.6156583467529,19,0,0
443.7582965226297,16,0,0
648.2797794277194,12,0,0
383.077640491187,9,0,0
622.5163800801187,12,0,0
529.6685122912778,13,0,0
813.9752463395891,22,0,0
668.7565882562038,9,0,0
2818.836332364689,21,0,1
720.0771876063563,11,0,0
444.76265648179543,8,1,0
612.415084959161,19,0,0
514.1274587348469,15,0,0
684.9352901154045,13,0,0
317.6163613843804,19,1,0
676.6117833466541,13,0,0
474.54203053694323,8,0,0
696.432602729079,21,0,0
404.7780254042815,11,0,0
446.29749678883564,19,0,0
2148.4218030990623,17,0,1
432.7153687957468,20,0,0
347.7398141406776,9,0,0
232.4583305428725,18,0,0
443.56818443248034,18,0,0
201.04094434187664,11,0,0
398.28927072597514,12,0,0
375.9942429624658,20,0,0
2344.196856983325,2,0,1
606.0274461348577,17,0,0
327.37032362216496,11,0,0
362.62647840553433,16,0,0
529.289454721966,19,0,0
2358.7049273852394,6,0,1
584.4969610274637,18,0,0
438.3609153749394,21,0,0
1980.305278387595,21,0,1
321.93943604384447,10,0,0
401.7818456855914,11,0,0
720.7237959489736,13,0,0
550.1442692746572,22,0,0
844.9383639555979,10,0,0
3583.8630312124237,17,0,1
690.9324153131995,17,0,0
645.3496805413787,13,0,0
485.4070102379766,15,0,0
559.3263659543762,21,0,0
420.812354401353,9,0,0
1950.557467378231,5,0,1
699.3440885655484,13,0,0
395.19793460227555,8,0,0
669.2028286023954,11,0,0
471.84935136073216,22,0,0
559.548695674826,12,0,0
634.6723112615822,21,0,0
504.91731393143914,12,1,0
554.8211708964252,16,0,0
727.5188985708872,17,0,0
516.4471631861013,17,0,0
3903.192880769614,14,0,1
371.10613056751424,14,0,0
583.7823438911336,9,0,0
558.4537557980003,17,0,0
3390.9348195738457,23,1,1
551.2263028305205,20,0,0
738.2414160723894,16,0,0
431.19870725910005,11,1,0
3173.8185265828993,5,1,1
475.4835652213231,12,0,0
393.1494403380937,8,0,0
720.8021849735201,19,0,0
460.53898633154705,21,0,0
721.0417088379643,12,0,0
519.6146281867317,10,0,0
615.097586069184,12,0,0
3057.6141135336416,14,0,1
3348.3666687659343,2,0,1
3615.3889664297026,8,0,1
402.0625783002932,16,0,0
534.824198460008,15,0,0
736.0032353712863,16,0,0
736.8778254472447,20,0,0
694.8842446679098,13,0,0
331.58473515935077,20,0,0
1881.851069505277,15,1,1
2106.13791835898,15,1,1
449.1450386149156,9,0,0
233.45200410108873,12,0,0
449.65889478220305,12,0,0
3136.5000628318344,3,1,1
642.1474414772449,13,0,0
361.8724403286309,20,0,0
717.6768273531596,14,0,0
296.6279043310169,22,0,0
4283.383283748011,18,1,1
532.5846792215787,16,0,0
416.33429810158646,15,0,0
362.0821570997583,16,0,0
619.3757982829661,11,0,0
717.4017201854456,20,0,0
561.795737319013,12,0,0
767.7977591337092,11,0,0
714.982175990926,9,0,0
716.7688935389801,10,0,0
863.0622518371104,21,0,0
585.5805554207728,11,0,0
2132.3115020510095,19,1,1
1911.8052499262606,15,1,1
814.399812533816,11,0,0
2832.774195178064,5,0,1
482.86851623332444,21,0,0
565.8630018394365,9,0,0
349.6484028963798,22,0,0
460.12418121269314,17,0,0
218.30168510511385,20,0,0
395.87921582815017,8,0,0
759.8467408114916,17,0,0
877.6211056300881,22,0,0
3834.9947181763955,22,0,1
497.95298123070546,17,0,0
1255.7070330094489,22,1,1
475.3023458684073,10,0,0
3970.3069533785247,2,0,1
659.8970346181466,19,0,0
293.6129617097673,17,0,0
3726.450274814388,2,1,1
782.3262320306073,22,1,0
573.6150063490728,13,0,0
451.060699246544,13,0,0
281.77662721133163,20,0,0
345.16059941332446,9,0,0
381.12112543131286,13,0,0
443.3290200862592,11,0,0
390.1571927896887,8,0,0
445.51090286467917,14,0,0
291.39718550371157,15,0,0
539.5575806534779,12,0,0
453.1466837516195,16,0,0
561.6757877023945,20,0,0
536.2489579731257,8,0,0
674.7961303320765,18,0,0
391.30834227234135,13,0,0
646.0728607575963,9,0,0
641.4148701837913,13,0,0
356.7812274303768,12,0,0
417.56710683048755,12,0,0
480.1657015203242,20,0,0
406.6688832057923,17,0,0
457.9099329742904,16,0,0
402.4154569391612,21,0,0
416.5712061726312,17,0,0
580.7051659892377,8,0,0
3185.328355389214,5,0,1
358.9668186611425,11,1,0
558.5795894479276,21,0,0
314.77803696327817,16,0,0
568.0948368963044,18,0,0
385.9236727892953,8,0,0
333.1382792024873,10,0,0
3026.1561802026167,3,0,1
370.49821028909275,16,0,0
723.1097434528795,14,0,0
177.90664553920175,20,0,0
583.4800164126895,8,0,0
3542.8191611200227,17,0,1
3219.0430762588157,2,1,1
368.2771449606874,8,0,0
687.313665861576,11,0,0
441.1940306193903,21,0,0
370.1253326460135,20,0,0
882.3991928910505,20,0,0
2487.6079425156595,3,1,1
1882.4303537990947,12,1,1
3531.482939391945,11,1,1
341.21958770323863,18,0,0
418.4756738101048,8,0,0
370.87374822146444,13,0,0
500.4662825278455,10,0,0
661.6765033617773,14,0,0
228.4071980029408,13,0,0
644.3986358730263,21,0,0
472.37363802271676,20,0,0
556.6956496992048,16,0,0
740.2668336981374,11,0,0
266.09251470415865,15,0,0
3772.1363941829327,22,1,1
700.367650448035,19,0,0
487.0849022268427,19,0,0
400.71110884000234,11,0,0
673.62616370317,22,0,0
449.47520485391107,12,0,0
516.182066651455,14,0,0
656.829841218452,8,0,0
478.7906746784297,18,0,0
320.62405316164404,14,0,0
554.6787556989203,12,0,0
422.2580236450588,9,0,0
519.1760604750928,16,0,0
639.6257339525794,15,0,0
445.17956088286627,18,0,0
648.11077175696,19,0,0
509.45035525020495,11,0,0
552.3163841069443,17,0,0
662.7930506668865,10,0,0
567.4967512019822,19,0,0
507.87001975343657,11,0,0
557.4328604577574,22,0,0
2768.0995076201043,0,0,1
686.845244025781,15,0,0
570.9630797041212,16,0,0
353.6061775827643,10,0,0
2247.5758275990265,9,0,1
2605.278927693857,2,0,1
556.259322783851,8,0,0
339.8609346432671,11,0,0
360.4602969094924,14,1,0
604.2005917442613,10,0,0
424.00959560431954,19,0,0
489.9570240652699,10,0,0
554.2882780893266,18,0,0
501.8079770902738,21,0,0
268.45621962168775,14,0,0
493.33457484434683,21,0,0
662.6772741394949,12,0,0
523.9987420360158,21,0,0
496.6628307726184,15,0,0
657.3760432162024,13,0,0
429.5896489695914,12,0,0
3081.1579445200396,1,1,1
2272.7176891173153,7,1,1
373.1508450848979,20,0,0
2299.1120606176337,16,0,1
429.4441018560807,9,0,0
406.30948876772317,16,1,0
525.794049865559,11,0,0
563.0282898087406,8,0,0
536.3745186906832,20,0,0
283.0913218417318,9,0,0
534.4222573195409,10,0,0
583.931055592425,19,0,0
623.5629697814273,15,0,0
308.3093638520571,16,0,0
488.04056542147873,22,0,0
741.6674222749432,9,0,0
478.1284312866776,22,0,0
631.7675451960909,15,0,0
277.91952311524756,21,0,0
420.9926912080688,15,0,0
429.27127888250766,16,0,0
394.53963786532967,17,0,0
292.672772693444,18,0,0
519.8519759604009,19,0,0
277.24167813088457,16,1,0
115.28834872691493,18,0,0
439.03774754230767,22,0,0
531.7414599192575,12,0,0
157.88932319421156,15,0,0
483.53987275547246,15,0,0
450.8490358457059,18,0,0
424.40633878840845,18,0,0
264.1939616520139,15,0,0
489.3979427521893,13,0,0
327.1626738084849,20,0,0
666.9448837490395,10,0,0
167.87189434354957,19,0,0
478.8518153833372,10,0,0
545.655009354539,9,0,0
138.0829503605765,10,0,0
478.8813670375422,9,0,0
447.8714881709721,21,0,0
477.1216201321462,20,0,0
442.73931590025063,13,0,0
601.8370344607843,21,1,0
665.8990054860947,19,1,0
765.1894870369824,12,0,0
538.2820125283812,21,0,0
732.7820180183733,15,0,0
301.6188300062481,20,0,0
469.3895727427348,10,0,0
563.0340064211879,13,0,0
317.0186382737718,22,0,0
704.5793344720864,18,0,0
2158.490181681269,9,0,1
542.8739209403815,15,0,0
581.389169493794,17,0,0
3503.0370348882425,3,0,1
241.4804888891873,13,0,0
469.55870844869446,18,0,0
385.97148670716416,19,0,0
538.7343234984043,17,0,0
411.33448622133415,17,0,0
337.01482106141145,18,0,0
3131.456527505533,9,0,1
313.7366706682411,13,0,0
3083.7520239105006,9,0,1
554.0887516485262,22,0,0
413.3691668966524,8,0,0
174.4076885306883,19,0,0
279.94321319135145,21,0,0
570.2829167759304,20,0,0
568.253558052128,9,0,0
475.5801505051089,17,0,0
761.5901789251689,13,0,0
409.2498930786903,14,0,0
2640.0236945082806,20,1,1
481.42860585055104,16,0,0
587.3982862981561,9,0,0
343.91840912636985,22,0,0
246.20560262453552,8,0,0
501.7139083340989,9,0,0
476.0527538866975,9,0,0
566.5719064074657,22,0,0
532.9073752045784,15,0,0
240.0186345186525,20,0,0
504.8161510956402,19,0,0
540.9806034278184,19,0,0
461.50188254003706,20,0,0
571.6294005900193,13,0,0
468.58867594405876,19,0,0
2530.143389788977,22,1,1
517.8838791691088,16,0,0
261.08086104177085,20,0,0
544.3990984530649,11,0,0
461.6251892988765,22,0,0
374.99467910758915,8,0,0
592.1405657535596,20,0,0
385.7038312534613,16,0,0
199.47165619002294,22,0,0
653.8755264327858,13,0,0
589.7520570612324,15,0,0
469.1843663198555,15,0,0
719.4954336829343,15,0,0
3313.6087498926054,18,0,1
775.6080013231281,10,0,0
534.9317030205752,14,0,0
937.136697262313,14,0,0
687.7587512847792,10,0,0
537.9327222454848,17,0,0
274.89958958272416,12,0,0
449.8814838948782,9,0,0
406.61897710016706,18,0,0
562.1614149913995,9,0,0
1927.7150335830368,8,0,1
467.9293162864264,20,0,0
2881.5420763617967,4,0,1
281.96010801025534,16,0,0
628.2028595203342,14,0,0
569.3318733515937,20,0,0
2630.2983398620436,3,0,1
605.2495472134351,16,0,0
2759.388332122612,5,0,1
438.74170591179103,10,0,0
599.9859002914301,13,0,0
631.9096962294243,9,0,0
312.6410043982921,16,0,0
638.1726119592188,18,0,0
639.1157722337271,11,0,0
469.6875131915894,13,0,0
564.1694597370699,11,0,0
522.8843768153703,9,0,0
767.7752603108197,19,0,0
438.2542516675686,21,0,0
680.0459387388983,10,1,0
283.6551296660883,8,0,0
361.01360878917126,10,0,0
259.9691226434784,21,0,0
612.630348309689,18,0,0
410.586665051575,20,0,0
486.00520255197625,20,0,0
483.5408822458565,21,0,0
3231.9083807347206,16,0,1
624.6547786501961,10,0,0
369.9492115514861,8,0,0
382.63754990578315,13,0,0
650.4136737956906,19,0,0
3647.355785482538,18,0,1
514.6120119436673,15,0,0
425.1056602191272,21,0,0
517.7521870082306,13,0,0
454.607036079433,20,0,0
505.33647154769375,19,1,0
453.4274035706084,12,0,0
600.2489027161995,11,0,0
598.198929267168,16,0,0
3251.0552160856973,0,0,1
621.8901931630467,12,0,0
365.79094715662603,19,0,0
2213.2672170727756,7,1,1
493.0119094490991,22,0,0
277.6721903835769,18,0,0
301.5950581468396,11,0,0
491.10760309611015,21,0,0
574.8079161604585,13,0,0
519.5411782209329,12,0,0
703.0378834354096,22,0,0
2756.4585897146662,3,1,1
328.7092660786394,18,0,0
2446.4530430603118,3,0,1
421.59219557454793,14,0,0
649.3235424417977,9,0,0
2550.554765179528,14,1,1
355.1973207786855,21,0,0
450.2767741854118,18,0,0
805.2609954096602,9,1,0
482.2042510835176,8,0,0
153.4844845051034,15,0,0
462.1223998545553,19,0,0
281.42931306206657,13,0,0
2637.2493613051256,20,0,1
496.5149433724451,11,0,0
276.18412467905125,17,0,0
592.4202002003358,8,0,0
427.8138314201882,22,0,0
2296.286058105995,12,1,1
556.1579677559395,10,0,0
906.611829082749,8,0,0
487.76183454723184,11,0,0
180.19305789030363,17,0,0
392.76851571537355,14,0,0
611.8248359787474,15,0,0
395.97407531415786,13,0,0
374.39026642588067,15,0,0
471.51142384666144,9,0,0
538.3860275156335,19,1,0
505.83698103521897,15,1,0
426.25165775517735,11,0,0
307.60480246092175,11,0,0
464.47246032354735,13,0,0
414.2826171204894,22,0,0
597.5373508367546,8,0,0
3482.349555004178,19,1,1
572.1119988358863,14,0,0
581.4731402457793,21,0,0
3353.963683975769,10,0,1
4034.8079747674965,21,1,1
293.4970778665537,15,0,0
390.6069595439508,13,0,0
720.9430358284362,21,0,0
401.59175950385486,19,0,0
3380.102453878407,6,1,1
345.1404470667729,15,0,0
606.7965534486577,20,0,0
625.7733805604518,13,0,0
361.56703371570984,19,0,0
462.2033932689672,22,0,0
842.2449315914092,10,0,0
352.2507608413337,17,0,0
1759.1844701215562,21,0,1
575.4573002565297,9,0,0
637.446716161185,19,0,0
509.05788926366256,21,0,0
449.60911624397784,11,1,0
262.76084008190867,13,0,0
2696.2588233214615,5,0,1
489.8029616023393,16,0,0
579.4120110688583,20,0,0
665.7018823103795,15,0,0
666.2720954423471,14,0,1
285.9295396720638,15,0,0
288.5045445374186,19,0,0
556.4066554433917,20,0,0
1951.7626001876486,20,1,1
547.0270771175293,14,0,0
549.9605558927383,15,0,0
849.1479650519127,9,0,0
565.8486544083343,12,0,0
347.94239503394016,14,0,0
287.34737447606454,16,0,0
2059.0397466852537,4,1,1
513.611384562826,8,0,0
439.70111298061926,12,0,0
515.3046945860862,15,0,0
551.0314965302507,10,0,0
2865.078597279638,6,0,1
3172.2421039532096,14,1,1
2486.765823373723,6,0,1
387.236622827975,10,0,0
3585.9422478102706,18,0,1
459.4767305994356,11,1,0
324.19892111077763,18,0,0
228.84547103376008,16,0,0
648.437590189228,11,0,0
630.9584900139115,9,0,0
438.4490039982336,14,0,0
2828.4999122359086,20,0,1
557.7426449158795,9,0,0
509.9046046341824,10,0,0
2533.507942157847,7,0,1
566.9108302223121,11,0,0
441.4304075805785,15,0,0
718.1075272186188,17,0,0
464.27393840380023,17,0,0
330.95181346987044,10,0,0
582.6787593052542,9,0,0
515.3829775589401,15,0,0
392.9187763945274,9,0,0
479.9265553225938,19,1,0
519.6586739069216,13,0,0
438.9584376841162,13,0,0
2645.5902774068263,6,0,1
799.509633753768,13,0,0
505.78716844713756,14,0,0
2793.035278651416,14,1,1
599.3998955578226,21,0,0
323.2544565327702,12,0,0
679.777975477504,19,0,0
1463.2672592838549,19,0,1
522.2940642954246,17,0,0
313.3292318598387,12,0,0
937.0793699010994,8,0,0
2586.791406271334,12,1,1
358.83168561125626,22,0,0
513.5734672441812,19,0,0
275.504196514501,16,0,0
506.6318567156297,14,0,0
2577.2590951075795,23,1,1
443.77378056535855,12,0,0
305.52915078878584,13,1,0
609.6162036707967,14,0,0
2884.5724971837963,14,0,1
549.1993225571165,16,0,0
619.366701461635,9,0,0
1557.715042865694,2,0,1
