user_id,merchant_id,timestamp,amount,hour,is_international,country_risk,is_fraud,rule_score
79,25,2024-01-03 21:51:00,555.8488340090457,22,0,1,0,0.0
10,14,2024-01-05 08:57:00,544.4049615563925,19,0,0,0,0.0
75,13,2024-01-05 08:24:00,3747.9253498710054,13,1,2,1,4.0
88,30,2024-01-03 10:58:00,550.4935559941014,16,0,0,0,0.0
47,13,2024-01-01 12:40:00,344.9993756016456,18,0,1,0,0.0
70,30,2024-01-05 11:03:00,408.6864614532011,20,0,0,0,0.0
90,31,2024-01-06 11:49:00,412.5509174503899,18,0,1,0,0.0
21,36,2024-01-02 06:29:00,420.0121725975955,20,0,0,0,0.0
53,24,2024-01-05 13:46:00,385.17570484366263,7,0,0,0,0.0
1,9,2024-01-01 07:33:00,767.1557688863443,17,0,0,0,0.0
15,19,2024-01-04 16:37:00,296.5100223591329,16,0,0,0,0.0
22,3,2024-01-04 20:13:00,3196.2712371860453,2,0,2,1,3.0
55,15,2024-01-05 17:15:00,3186.454084043911,8,1,1,1,3.0
32,32,2024-01-07 11:06:00,548.4624886906851,16,0,0,0,0.0
75,6,2024-01-07 08:14:00,338.3395462929105,20,0,0,0,0.0
79,27,2024-01-04 08:36:00,530.1275445913896,20,0,0,0,0.0
1,39,2024-01-06 08:29:00,673.4511945348535,21,0,1,0,0.0
25,14,2024-01-06 11:49:00,457.4985239438751,22,0,0,0,0.0
25,16,2024-01-04 22:43:00,475.7418495438129,17,0,1,0,0.0
60,32,2024-01-01 05:24:00,585.2614286862229,13,0,0,0,0.0
8,32,2024-01-01 08:19:00,565.9885950031496,15,0,1,0,0.0
44,35,2024-01-05 05:09:00,893.9727363555351,14,0,1,0,0.0
98,30,2024-01-07 19:09:00,746.6452565350536,10,0,0,0,0.0
2,18,2024-01-07 02:42:00,553.956724835616,12,1,1,0,2.0
69,3,2024-01-01 01:50:00,506.930491372243,12,1,0,0,2.0
3,7,2024-01-07 11:39:00,809.2698729097413,18,0,0,0,0.0
30,36,2024-01-04 23:23:00,3954.7407643394936,7,0,1,1,1.0
47,17,2024-01-01 16:50:00,794.9191207063386,21,0,0,0,0.0
6,32,2024-01-05 10:06:00,428.4673965450083,12,0,0,0,0.0
12,10,2024-01-06 21:51:00,685.399772414509,17,0,0,0,0.0
17,18,2024-01-04 14:21:00,564.1454328319618,11,0,0,0,0.0
89,26,2024-01-05 02:45:00,775.9253004233844,7,0,1,0,0.0
98,12,2024-01-01 09:35:00,536.7164425697986,8,0,1,0,0.0
48,1,2024-01-04 22:30:00,3237.4036527622293,19,0,2,1,2.0
67,4,2024-01-07 02:03:00,196.6329415934781,13,0,0,0,0.0
49,15,2024-01-07 06:26:00,652.5465572356784,21,0,0,0,0.0
67,25,2024-01-07 16:35:00,447.0355502873291,9,0,0,0,0.0
90,29,2024-01-01 17:03:00,451.9638886547851,20,0,1,0,0.0
11,26,2024-01-03 21:41:00,4010.273593625351,20,0,1,1,1.0
27,28,2024-01-02 01:22:00,538.2790027634024,8,0,0,0,0.0
44,20,2024-01-06 09:22:00,432.66835695794225,9,0,1,0,0.0
62,7,2024-01-01 21:58:00,3367.440517818898,18,0,2,1,2.0
8,27,2024-01-02 17:00:00,2609.723805532389,9,0,2,1,2.0
66,36,2024-01-07 21:39:00,546.3503534128552,20,0,0,0,0.0
75,1,2024-01-02 09:10:00,329.3609006955967,16,0,0,0,0.0
23,13,2024-01-01 05:53:00,627.1809934246014,12,0,0,0,0.0
49,4,2024-01-04 19:12:00,2716.6636931380267,22,0,2,1,2.0
55,25,2024-01-01 17:34:00,378.36665842871173,8,0,1,0,0.0
44,35,2024-01-04 20:46:00,618.5113324208347,11,0,0,0,0.0
72,11,2024-01-07 10:57:00,532.3261953952634,21,0,0,0,0.0
89,40,2024-01-06 11:39:00,410.7908984339005,9,0,0,0,0.0
63,36,2024-01-02 16:21:00,646.4998054967195,7,1,0,0,2.0
64,40,2024-01-06 07:01:00,420.9720206019234,12,0,1,0,0.0
44,34,2024-01-05 07:47:00,244.38505615288915,14,0,0,0,0.0
68,32,2024-01-03 06:55:00,295.69237537210216,16,0,1,0,0.0
47,38,2024-01-03 06:32:00,460.0404387211237,20,0,0,0,0.0
84,33,2024-01-04 02:58:00,466.5766736364183,21,0,0,0,0.0
99,2,2024-01-06 08:03:00,578.3540320751703,9,0,1,0,0.0
48,12,2024-01-05 11:59:00,513.3403311333929,21,0,0,0,0.0
86,12,2024-01-02 03:25:00,399.7492447467946,12,0,0,0,0.0
76,13,2024-01-07 21:45:00,3454.238044601647,8,0,2,1,2.0
73,18,2024-01-05 20:34:00,209.18710594947117,13,0,1,0,0.0
95,37,2024-01-03 11:20:00,629.4726108056209,20,0,0,0,0.0
16,18,2024-01-04 11:52:00,829.8271780223498,15,1,0,0,2.0
48,40,2024-01-06 09:46:00,260.76871039766,22,0,1,0,0.0
30,29,2024-01-04 20:36:00,651.3649705601008,22,1,0,0,2.0
90,6,2024-01-01 10:17:00,334.0126259318183,16,0,0,0,0.0
91,37,2024-01-04 17:36:00,2611.7182197835355,18,1,2,1,4.0
91,33,2024-01-07 09:40:00,344.79185139728827,17,0,0,0,0.0
91,15,2024-01-07 15:36:00,513.826566129025,16,0,1,0,0.0
29,17,2024-01-03 03:37:00,578.7643960958897,8,0,1,0,0.0
60,9,2024-01-01 11:20:00,587.7871297038284,14,0,0,0,0.0
69,17,2024-01-02 01:54:00,558.3958086656615,18,1,0,0,2.0
1,19,2024-01-04 02:52:00,460.96570541553183,9,0,0,0,0.0
6,38,2024-01-05 20:06:00,,11,0,0,0,0.0
71,8,2024-01-01 14:54:00,651.5095545297391,21,0,0,0,0.0
47,14,2024-01-02 03:53:00,522.73111936479,13,0,0,0,0.0
72,9,2024-01-03 06:30:00,3092.6429543114505,10,0,1,1,1.0
95,20,2024-01-03 06:01:00,5279.277831301862,2,0,1,1,2.0
80,8,2024-01-05 20:57:00,591.6261546705034,21,0,0,0,0.0
93,24,2024-01-04 22:25:00,302.745634169337,13,0,0,0,0.0
52,40,2024-01-02 13:11:00,433.06921034791065,16,0,1,0,0.0
66,32,2024-01-06 17:38:00,554.1796826080995,18,0,0,0,0.0
6,22,2024-01-02 10:34:00,3950.4180724866064,19,0,2,1,2.0
25,31,2024-01-02 00:51:00,4580.37835991918,15,1,2,1,4.0
97,31,2024-01-03 15:14:00,365.53322658135926,19,0,0,0,0.0
24,2,2024-01-02 12:45:00,422.5062857037892,14,0,1,0,0.0
86,9,2024-01-03 18:15:00,532.3015689933123,19,0,1,0,0.0
31,14,2024-01-06 04:11:00,327.26096998880655,12,0,0,0,0.0
76,24,2024-01-02 09:57:00,783.5688489911678,14,0,1,0,0.0
13,34,2024-01-07 05:50:00,474.31508838615105,11,0,0,0,0.0
97,17,2024-01-02 13:02:00,424.96777118656064,21,0,0,0,0.0
60,37,2024-01-01 05:03:00,292.82541027638393,19,0,1,0,0.0
56,35,2024-01-01 20:32:00,530.4810400090857,19,0,0,0,0.0
81,17,2024-01-02 16:32:00,586.4433787577316,16,0,0,0,0.0
76,6,2024-01-02 20:26:00,368.5910803834132,18,1,1,0,2.0
44,31,2024-01-06 01:58:00,488.6342785310263,8,0,0,0,0.0
15,17,2024-01-06 08:56:00,236.01366920653322,9,0,1,0,0.0
28,21,2024-01-03 13:51:00,548.5578343368597,22,0,0,0,0.0
27,3,2024-01-05 04:29:00,388.59817179482707,9,0,0,0,0.0
26,9,2024-01-01 14:38:00,583.7772772411345,7,0,0,0,0.0
56,7,2024-01-06 14:16:00,667.0489560111948,21,0,1,0,0.0
31,28,2024-01-07 19:09:00,811.5066988788535,11,0,1,0,0.0
99,40,2024-01-05 23:06:00,539.8292973674708,11,0,0,0,0.0
76,1,2024-01-05 13:10:00,341.31856032036876,22,0,0,0,0.0
6,27,2024-01-05 22:58:00,566.9691531867782,8,0,0,0,0.0
73,29,2024-01-06 06:30:00,565.650995028966,8,0,0,0,0.0
96,32,2024-01-01 16:06:00,718.7256211218664,11,0,0,0,0.0
86,16,2024-01-07 20:05:00,566.9211506371512,17,0,1,0,0.0
71,12,2024-01-03 06:24:00,366.52940159773846,15,0,0,0,0.0
52,6,2024-01-03 11:38:00,622.6567409394369,15,0,1,0,0.0
19,9,2024-01-07 03:01:00,2508.0766736628284,0,0,1,1,2.0
86,15,2024-01-02 09:13:00,430.3382271153229,19,0,0,0,0.0
45,14,2024-01-03 21:42:00,3177.2533818152324,19,0,2,1,2.0
97,36,2024-01-07 08:46:00,423.3684367506279,16,0,0,0,0.0
72,31,2024-01-05 23:20:00,440.33331290896876,11,0,1,0,0.0
47,30,2024-01-03 07:17:00,,9,0,2,1,1.0
2,25,2024-01-06 17:03:00,418.7599547849118,14,0,1,0,0.0
94,15,2024-01-01 11:36:00,413.0839871627451,14,0,0,0,0.0
92,16,2024-01-03 19:16:00,3249.4702037290112,4,1,2,1,5.0
23,39,2024-01-02 22:40:00,1114.7988074316413,11,0,1,1,0.0
23,2,2024-01-05 02:43:00,279.7604360196729,10,0,0,0,0.0
87,18,2024-01-07 09:17:00,,15,0,0,0,0.0
13,31,2024-01-03 09:39:00,370.89754352532117,14,0,0,0,0.0
100,31,2024-01-03 18:58:00,443.257217395369,17,0,0,0,0.0
70,16,2024-01-02 08:00:00,523.8644363283508,21,0,0,0,0.0
6,17,2024-01-01 09:33:00,570.1422239851532,10,0,1,0,0.0
1,40,2024-01-03 15:27:00,545.0922210146805,15,0,0,0,0.0
59,5,2024-01-03 12:20:00,568.2947657624863,20,0,0,0,0.0
14,26,2024-01-03 18:05:00,3725.290963871417,3,0,2,1,3.0
81,40,2024-01-04 23:30:00,,10,0,1,0,0.0
12,13,2024-01-07 05:56:00,261.8760764403048,17,0,0,0,0.0
73,38,2024-01-07 04:55:00,,21,0,1,0,0.0
54,31,2024-01-01 08:21:00,2316.4508518661787,10,1,2,1,3.0
26,20,2024-01-06 03:42:00,536.010726896312,22,0,1,0,0.0
42,1,2024-01-06 03:09:00,553.5068958553929,11,0,0,0,0.0
97,31,2024-01-04 10:47:00,657.8634519198756,11,0,1,0,0.0
74,32,2024-01-03 04:36:00,299.64192360431457,11,0,0,0,0.0
30,13,2024-01-06 14:12:00,665.6742537808352,12,0,1,0,0.0
39,32,2024-01-01 10:10:00,418.68788042082485,7,0,0,0,0.0
86,3,2024-01-07 11:50:00,1642.49169062647,12,0,0,0,0.0
78,27,2024-01-04 04:41:00,470.65665037884673,12,0,1,0,0.0
75,19,2024-01-05 02:51:00,590.163775612144,19,0,1,0,0.0
19,13,2024-01-05 12:08:00,396.0219580786332,7,0,0,0,0.0
85,4,2024-01-05 20:13:00,767.1840391372352,7,0,0,0,0.0
95,17,2024-01-07 00:54:00,506.946494719121,17,0,1,0,0.0
86,21,2024-01-03 11:35:00,508.8639999537526,19,1,1,0,2.0
61,35,2024-01-06 03:56:00,2304.444315083201,15,0,2,1,1.0
93,19,2024-01-01 03:10:00,615.8317216028757,8,0,0,0,0.0
73,31,2024-01-03 11:40:00,613.7529548966098,16,0,0,0,0.0
14,26,2024-01-05 00:07:00,607.8639569132505,18,0,0,0,0.0
2,15,2024-01-04 10:29:00,526.6386675385388,12,1,0,0,2.0
44,11,2024-01-01 18:11:00,659.6314233287013,20,0,1,0,0.0
45,30,2024-01-06 14:18:00,690.5064400890387,19,0,0,0,0.0
100,10,2024-01-01 11:46:00,673.6953578848324,8,0,0,0,0.0
71,6,2024-01-05 11:23:00,651.749062055997,22,0,0,0,0.0
93,24,2024-01-03 00:08:00,579.6834842888873,15,0,0,0,0.0
51,28,2024-01-03 03:53:00,3507.1903780171483,13,1,2,1,4.0
97,29,2024-01-04 14:32:00,318.49207254664486,13,0,0,0,0.0
48,17,2024-01-03 03:49:00,250.7742620392235,19,0,0,0,0.0
24,19,2024-01-01 07:02:00,527.8269959877116,16,0,1,0,0.0
62,32,2024-01-01 09:27:00,474.282525276831,15,0,0,0,0.0
89,16,2024-01-05 03:36:00,2392.7658671612808,1,0,1,1,1.0
37,20,2024-01-05 14:02:00,467.06090161118607,17,0,0,0,0.0
97,13,2024-01-04 09:11:00,660.9886747683736,7,0,1,0,0.0
97,25,2024-01-04 07:07:00,362.4426580308859,13,0,0,0,0.0
99,33,2024-01-02 14:21:00,185.01470214123162,9,0,0,0,0.0
54,7,2024-01-01 02:31:00,746.4101452906446,16,0,0,0,0.0
35,12,2024-01-04 20:58:00,555.4558888458695,22,0,0,0,0.0
11,23,2024-01-03 01:06:00,406.15638403979057,16,0,0,0,0.0
62,29,2024-01-06 01:58:00,488.78561548800377,11,0,1,0,0.0
50,18,2024-01-07 18:36:00,4177.890858345078,0,0,2,1,3.0
15,8,2024-01-06 20:45:00,3200.6630053056388,12,1,2,1,4.0
14,13,2024-01-01 19:09:00,504.500980779641,22,0,0,0,0.0
84,37,2024-01-01 15:26:00,553.5693014406982,18,0,0,0,0.0
16,27,2024-01-02 17:11:00,725.240280894679,10,0,1,0,0.0
72,19,2024-01-04 13:29:00,509.62052035672303,17,0,0,0,0.0
96,29,2024-01-07 22:44:00,3662.3018065975225,15,0,2,1,2.0
13,38,2024-01-01 18:46:00,479.89591687859513,16,0,0,0,0.0
99,18,2024-01-02 21:26:00,328.9722909276982,16,0,1,0,0.0
79,20,2024-01-04 11:30:00,492.02652678953604,19,0,0,0,0.0
73,40,2024-01-04 23:41:00,3177.7916246980794,4,1,2,1,5.0
91,24,2024-01-03 14:54:00,183.50740296800421,21,0,1,0,0.0
29,30,2024-01-01 16:15:00,696.42884547716,9,0,0,0,0.0
2,6,2024-01-03 08:45:00,684.7969104897534,10,0,0,0,0.0
7,7,2024-01-02 14:03:00,430.4382593303695,11,0,1,0,0.0
83,9,2024-01-01 16:38:00,662.206219090572,16,0,0,0,0.0
28,38,2024-01-03 06:55:00,342.9186859884446,17,0,0,0,0.0
25,24,2024-01-02 03:10:00,398.2475181738284,12,0,0,0,0.0
55,22,2024-01-06 20:07:00,454.51975749342535,12,0,1,0,0.0
42,25,2024-01-02 23:57:00,474.56204412540643,14,0,0,0,0.0
22,14,2024-01-04 19:14:00,570.8014352567111,19,0,0,0,0.0
57,9,2024-01-04 07:46:00,633.3474770606972,16,0,0,0,0.0
3,6,2024-01-04 09:50:00,545.4572424399075,15,0,0,0,0.0
56,19,2024-01-05 00:24:00,2431.226081611544,3,1,2,1,4.0
40,32,2024-01-03 17:29:00,386.35824131866286,13,0,1,0,0.0
53,21,2024-01-07 09:03:00,387.19456195215616,16,0,1,0,0.0
13,29,2024-01-06 09:47:00,570.4591009602573,20,0,0,0,0.0
15,4,2024-01-06 09:23:00,636.3739403320815,7,0,0,0,0.0
48,15,2024-01-04 20:25:00,589.2428687265202,15,0,0,0,0.0
11,6,2024-01-04 18:14:00,,17,0,1,0,0.0
68,16,2024-01-02 17:32:00,626.5908606337334,13,0,1,0,0.0
17,30,2024-01-03 15:23:00,374.2971229361472,19,0,0,0,0.0
95,33,2024-01-05 20:12:00,321.4274367967467,10,0,0,0,0.0
7,27,2024-01-05 10:21:00,322.2973034506514,19,0,1,0,0.0
88,1,2024-01-07 16:53:00,2315.9028002530104,13,1,2,1,3.0
4,26,2024-01-07 05:08:00,193.87117240287205,8,0,0,0,0.0
57,11,2024-01-02 17:30:00,447.01344622585873,14,0,1,0,0.0
89,39,2024-01-03 08:30:00,3461.1111557935865,20,1,1,1,3.0
10,4,2024-01-02 21:10:00,260.00759988734825,13,0,1,0,0.0
12,6,2024-01-06 21:18:00,544.6899765452622,18,0,0,0,0.0
32,5,2024-01-02 00:29:00,350.78403214570324,9,0,1,0,0.0
25,17,2024-01-06 12:15:00,294.04240106470377,10,0,0,0,0.0
5,31,2024-01-04 23:03:00,388.92262692483206,10,0,1,0,0.0
41,37,2024-01-02 09:37:00,699.2718216187596,15,0,0,0,0.0
70,14,2024-01-01 21:57:00,689.8662387749833,7,0,0,0,0.0
96,15,2024-01-07 09:27:00,331.4042356355849,18,0,0,0,0.0
56,7,2024-01-02 21:52:00,401.0753455740096,21,0,0,0,0.0
38,32,2024-01-06 00:38:00,3098.888399552111,4,0,1,1,2.0
42,9,2024-01-05 09:19:00,781.5704712997464,16,0,0,0,0.0
56,34,2024-01-02 10:55:00,569.357848827548,12,0,0,0,0.0
75,35,2024-01-01 16:43:00,3777.357579852574,21,1,2,1,4.0
15,27,2024-01-06 19:22:00,3418.7392285038673,8,1,2,1,4.0
84,39,2024-01-01 15:31:00,560.6817789629235,11,0,0,0,0.0
83,7,2024-01-07 06:54:00,307.72231284070017,14,0,1,0,0.0
49,26,2024-01-06 11:30:00,349.4167795982971,13,0,0,0,0.0
45,12,2024-01-04 16:29:00,363.65034582294237,20,0,1,0,0.0
9,29,2024-01-07 11:43:00,3957.537792516153,16,1,2,1,4.0
12,30,2024-01-04 21:14:00,347.88962106720805,21,0,0,0,0.0
74,38,2024-01-02 00:50:00,474.51882746303914,7,0,0,0,0.0
29,32,2024-01-07 15:22:00,495.6982568487801,17,0,0,0,0.0
41,11,2024-01-07 22:50:00,684.3987396973121,15,0,0,0,0.0
69,17,2024-01-05 03:42:00,491.1436674042417,7,1,1,0,2.0
29,9,2024-01-01 06:05:00,726.4806024680473,11,0,1,0,0.0
35,15,2024-01-02 21:58:00,3482.9156602872245,18,1,2,1,4.0
13,14,2024-01-07 14:19:00,203.94759853870977,13,0,0,0,0.0
41,17,2024-01-04 22:35:00,329.9343461870408,22,0,1,0,0.0
77,10,2024-01-05 07:20:00,633.155938517587,8,0,0,0,0.0
2,23,2024-01-05 09:17:00,464.5729546651025,22,0,0,0,0.0
57,14,2024-01-04 12:32:00,567.2464558634568,19,0,0,0,0.0
68,25,2024-01-05 11:30:00,503.1797965268549,14,0,1,0,0.0
91,16,2024-01-01 06:38:00,361.93163656260504,10,0,0,0,0.0
74,4,2024-01-07 20:26:00,527.8751866278374,9,0,0,0,0.0
98,40,2024-01-01 02:18:00,408.48517009143296,14,0,1,0,0.0
52,11,2024-01-04 04:55:00,3884.156432019283,6,1,2,1,4.0
96,9,2024-01-02 02:02:00,4585.10583067276,19,0,2,1,2.0
81,16,2024-01-04 09:02:00,491.60818519320975,20,0,0,0,0.0
84,19,2024-01-07 19:18:00,553.5134435462537,11,0,0,0,0.0
34,19,2024-01-07 20:37:00,610.9446807479843,20,0,0,0,0.0
29,3,2024-01-03 06:36:00,3522.094849163589,22,1,2,1,4.0
59,24,2024-01-03 04:15:00,161.72366622889348,10,0,0,0,0.0
88,13,2024-01-06 22:41:00,512.0911663430783,11,0,0,0,0.0
53,25,2024-01-07 09:33:00,5333.4151072638315,15,0,2,1,2.0
18,14,2024-01-03 08:10:00,137.2078575956428,13,0,1,0,0.0
40,2,2024-01-02 13:55:00,572.3579355998679,17,0,1,0,0.0
15,29,2024-01-05 03:20:00,502.63053525095876,13,0,0,0,0.0
46,23,2024-01-04 19:00:00,389.5590325192497,10,0,0,0,0.0
45,16,2024-01-03 15:02:00,366.89149669963194,14,0,1,0,0.0
18,18,2024-01-06 02:48:00,520.4984759380749,7,0,1,0,0.0
29,34,2024-01-02 21:33:00,579.9878031820645,17,0,0,0,0.0
15,1,2024-01-06 14:38:00,342.823967169527,17,0,0,0,0.0
21,14,2024-01-04 15:17:00,645.1325623986703,17,0,0,0,0.0
96,5,2024-01-07 09:11:00,646.7889295497447,22,0,0,0,0.0
29,18,2024-01-05 05:10:00,534.4081492238689,15,0,0,0,0.0
61,7,2024-01-03 11:02:00,276.79148841022203,15,0,1,0,0.0
25,10,2024-01-05 16:02:00,15322.739341719918,7,1,1,1,3.0
82,14,2024-01-05 19:23:00,612.4325808389219,13,0,0,0,0.0
7,12,2024-01-03 21:26:00,481.24333762101736,13,0,0,0,0.0
43,5,2024-01-06 07:27:00,588.6323110237455,9,0,0,0,0.0
34,38,2024-01-04 13:10:00,421.66422806862397,20,0,0,0,0.0
90,36,2024-01-01 05:44:00,664.5991260804301,7,0,0,0,0.0
35,19,2024-01-05 12:59:00,599.8749646710073,9,1,0,0,2.0
51,5,2024-01-02 12:19:00,513.4263499645721,18,0,0,0,0.0
37,26,2024-01-07 09:08:00,2920.6273172603746,23,1,1,1,3.0
52,11,2024-01-04 09:39:00,526.5574021264869,13,0,0,0,0.0
13,18,2024-01-07 07:47:00,398.36899806396514,18,0,1,0,0.0
39,26,2024-01-01 22:28:00,607.7521830341244,17,0,1,0,0.0
9,34,2024-01-03 09:50:00,269.55915289336326,20,0,0,0,0.0
11,12,2024-01-02 03:42:00,454.328328838021,13,0,0,0,0.0
50,28,2024-01-04 23:16:00,462.96712162590757,15,0,0,0,0.0
15,38,2024-01-01 15:35:00,515.2730919654948,21,0,0,0,0.0
63,22,2024-01-04 06:34:00,330.2020339884558,19,0,0,0,0.0
51,16,2024-01-03 02:21:00,2791.698214874712,3,1,1,1,4.0
32,8,2024-01-01 23:52:00,582.5380614550548,8,0,1,0,0.0
45,12,2024-01-05 00:05:00,376.3803917990785,21,0,0,0,0.0
100,26,2024-01-02 18:54:00,509.15222831213083,19,0,0,0,0.0
63,2,2024-01-02 00:12:00,2149.621638001542,15,1,2,1,3.0
82,40,2024-01-02 17:56:00,432.8200382335309,12,0,1,0,0.0
37,11,2024-01-02 22:27:00,630.4641780747435,12,0,0,0,0.0
25,1,2024-01-06 10:29:00,1686.7569671599265,11,0,1,1,0.0
46,13,2024-01-03 17:28:00,675.4619271478275,12,0,0,0,0.0
18,16,2024-01-05 06:53:00,179.3749105879118,9,0,0,0,0.0
31,18,2024-01-03 08:36:00,275.1657080584787,13,0,1,0,0.0
54,22,2024-01-05 06:12:00,695.6770545673327,8,0,1,0,0.0
84,29,2024-01-03 08:51:00,3577.8597117085656,11,1,2,1,4.0
34,39,2024-01-03 20:10:00,346.9605061822369,12,0,0,0,0.0
36,12,2024-01-07 11:08:00,863.3671851625244,13,0,0,0,0.0
47,31,2024-01-03 10:36:00,305.97427109924365,16,0,0,0,0.0
26,8,2024-01-06 20:23:00,509.8298871245076,22,0,0,0,0.0
26,9,2024-01-04 13:17:00,553.7689364550153,17,0,0,0,0.0
78,23,2024-01-02 22:37:00,354.9809718250948,21,0,0,0,0.0
48,25,2024-01-02 20:39:00,433.74623087405087,21,0,0,0,0.0
65,16,2024-01-06 02:33:00,696.0499330106024,17,0,0,0,0.0
48,36,2024-01-03 19:48:00,2548.1106834894217,5,0,2,1,3.0
98,40,2024-01-01 03:24:00,2654.3935323325168,19,0,2,1,2.0
51,35,2024-01-04 09:38:00,505.6819991734398,11,0,0,0,0.0
31,38,2024-01-05 13:37:00,394.0436746826311,16,0,1,0,0.0
24,15,2024-01-03 13:58:00,520.4903424519051,22,0,0,0,0.0
38,35,2024-01-02 21:25:00,,8,0,0,0,0.0
55,1,2024-01-03 03:25:00,604.4617836234154,18,0,0,0,0.0
96,27,2024-01-04 22:50:00,561.93370928336,9,0,0,0,0.0
30,30,2024-01-04 11:22:00,608.8561974978084,7,0,0,0,0.0
81,4,2024-01-07 03:12:00,272.64621177297926,16,1,1,0,2.0
74,9,2024-01-05 15:01:00,3447.0956135773095,23,0,2,1,2.0
62,14,2024-01-04 05:43:00,551.3005186131531,16,0,1,0,0.0
72,10,2024-01-07 13:22:00,353.4130653302215,18,0,0,0,0.0
45,28,2024-01-03 11:00:00,437.25974144542863,18,0,0,0,0.0
57,31,2024-01-06 14:19:00,538.6543581914833,9,0,0,0,0.0
26,1,2024-01-07 12:26:00,2796.9717569454992,15,0,2,1,2.0
38,37,2024-01-03 22:46:00,687.3534045310242,13,0,0,0,0.0
10,22,2024-01-07 12:21:00,1195.3363529072408,17,0,1,1,0.0
39,40,2024-01-04 16:40:00,321.90153364065884,17,0,0,0,0.0
92,32,2024-01-01 17:21:00,428.22072578633504,8,0,0,0,0.0
29,27,2024-01-04 06:31:00,446.2905995643238,22,0,1,0,0.0
